id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon
953,Canada goose,Branta canadensis,0.999,3,5785.72,5797.72,audio/test3.flac,Ventura,34.06726,-119.41149
954,Wrentit,Chamaea fasciata,0.881,2,12854.57,12866.57,audio/test2.flac,Calaveras,38.35192,-119.97982
955,Canada goose,Branta canadensis,0.798,3,7775.15,7787.15,audio/test1.flac,Ventura,34.60816,-119.4627
956,Woodpecker spp. drum,NA,0.568,3,13589.63,13601.63,audio/test2.flac,Glenn,39.81615,-121.99045
957,Great horned owl,Bubo virginianus,0.539,2,12686.77,12698.77,audio/test2.flac,Siskiyou,41.56363,-123.63935
958,Canada goose,Branta canadensis,0.817,1,12034.2,12046.2,audio/test3.flac,Nevada,39.28307,-121.13151
959,Swainson's thrush,Catharus ustulatus,0.999,3,3122.02,3134.02,,Butte,39.50469,-121.60419
960,Sooty grouse,Dendragapus fuliginosus,0.72,2,6575.49,6587.49,audio/test2.flac,San Joaquin,37.86019,-121.1285
961,Wrentit,Chamaea fasciata,0.553,3,10323.38,10335.38,audio/test1.flac,Tulare,36.45711,-119.20047
962,Common nighthawk boom,Chordeiles minor,0.908,2,2226.13,2238.13,audio/test3.flac,El Dorado,38.95857,-120.88413
963,Dog barks,NA,0.338,2,12239.95,12251.95,audio/test2.flac,Calaveras,38.28882,-120.38348
964,Common nighthawk boom,Chordeiles minor,0.778,3,3637.9,3649.9,,Alameda,37.75208,-121.96421
965,Wolf howl,Canis lupus,0.822,1,5537.23,5549.23,audio/test1.flac,San Francisco,37.81666,-122.44884
966,Dog barks,NA,0.229,3,887.68,899.68,audio/test1.flac,Napa,38.68779,-122.57097
967,Dog barks,NA,0.197,2,12697.61,12709.61,,Calaveras,38.04781,-119.97165
968,Hermit thrush,Catharus guttatus,0.81,3,568.73,580.73,audio/test2.flac,Inyo,36.77893,-117.01512
969,Common raven,Corvus corax,0.722,1,5647.91,5659.91,audio/test2.flac,Trinity,40.62683,-122.86017
970,Canada goose,Branta canadensis,0.876,1,8112.24,8124.24,audio/test2.flac,Orange,33.58715,-117.42086
971,Northern saw-whet owl,Aegolius acadicus,0.462,3,7809.66,7821.66,,Sonoma,38.68183,-122.4447
972,Common nighthawk boom,Chordeiles minor,0.827,1,7386.71,7398.71,audio/test1.flac,El Dorado,38.7645,-120.38213
973,Marbled murrelet,Brachyramphus marmoratus,0.778,3,9271.73,9283.73,audio/test1.flac,Sonoma,38.70659,-123.34292
974,Woodpecker spp. drum,NA,0.959,1,13913.98,13925.98,audio/test1.flac,Kern,35.71286,-119.74057
975,Hermit thrush,Catharus guttatus,0.9,2,9387.57,9399.57,audio/test2.flac,Alpine,38.69813,-119.63444
976,Wolf howl,Canis lupus,0.678,2,10562.42,10574.42,,Lake,38.83329,-122.39703
977,Common nighthawk call,Chordeiles minor,0.844,1,3814.49,3826.49,audio/test1.flac,Tuolumne,38.22667,-120.61156
978,Canada goose,Branta canadensis,0.532,1,12049.68,12061.68,audio/test1.flac,Ventura,34.8824,-119.1419
979,Wolf howl,Canis lupus,0.624,1,5561.66,5573.66,audio/test3.flac,Mariposa,37.87442,-119.38802
980,Swainson's thrush,Catharus ustulatus,0.662,1,7127.73,7139.73,audio/test2.flac,Yuba,39.17351,-121.00138
981,Great horned owl,Bubo virginianus,0.578,3,7333.01,7345.01,,Yolo,38.62463,-121.4777
982,Northern flicker series,Colaptes auratus,0.687,3,2017.08,2029.08,audio/test3.flac,San Francisco,37.80172,-122.50606
983,Common nighthawk boom,Chordeiles minor,0.654,3,4190.34,4202.34,audio/test1.flac,Mendocino,39.24905,-123.57425
984,Olive-sided flycatcher,Contopus cooperi,0.768,2,8950.26,8962.26,audio/test2.flac,San Mateo,37.62884,-122.32874
985,Wrentit,Chamaea fasciata,0.509,1,9771.88,9783.88,audio/test1.flac,Modoc,41.74707,-120.08753
986,Woodpecker spp. drum,NA,0.813,2,2404.92,2416.92,audio/test3.flac,San Bernardino,34.07359,-116.10066
987,Common raven,Corvus corax,0.917,1,14181.79,14193.79,audio/test1.flac,Sacramento,38.29533,-121.26077
988,Downy woodpecker call,Dryobates pubescens,0.613,2,10605.59,10617.59,audio/test3.flac,Trinity,40.36787,-122.76757
989,Canada goose,Branta canadensis,0.945,3,6413.89,6425.89,,San Benito,36.80361,-121.30862
990,Sooty grouse,Dendragapus fuliginosus,0.897,3,12391.91,12403.91,audio/test1.flac,Sonoma,38.14801,-122.56989
991,Olive-sided flycatcher,Contopus cooperi,0.716,3,10020.64,10032.64,,Alpine,38.71298,-120.01696
992,Common nighthawk boom,Chordeiles minor,0.921,3,10806.83,10818.83,,Mendocino,39.44628,-123.87923
993,Swainson's thrush,Catharus ustulatus,0.74,3,10732.03,10744.03,audio/test3.flac,Butte,39.43062,-121.6895
994,Olive-sided flycatcher,Contopus cooperi,0.898,3,7442.34,7454.34,audio/test2.flac,Kern,35.2137,-118.02413
995,Great horned owl,Bubo virginianus,0.543,2,3298.21,3310.21,,Monterey,36.51778,-120.44461
996,Downy woodpecker call,Dryobates pubescens,0.433,1,13064.47,13076.47,audio/test3.flac,Yuba,39.4877,-120.97972
997,Steller's jay,Cyanocitta stelleri,0.694,1,8134.04,8146.04,,Sacramento,38.17754,-121.05285
998,Marbled murrelet,Brachyramphus marmoratus,0.985,3,4549.98,4561.98,audio/test1.flac,Mariposa,37.81891,-119.23152
999,Wolf howl,Canis lupus,0.753,3,3201.18,3213.18,audio/test3.flac,Stanislaus,37.39196,-120.52286
1000,Northern saw-whet owl,Aegolius acadicus,0.311,1,3342.92,3354.92,audio/test2.flac,San Benito,36.20951,-121.50218
1001,Steller's jay,Cyanocitta stelleri,0.877,2,10167.28,10179.28,audio/test3.flac,Sierra,39.82619,-120.88603
1002,Northern flicker 'skew',Colaptes auratus,0.83,3,14339.84,14351.84,,Mariposa,37.34272,-120.37346
1003,Hermit thrush,Catharus guttatus,0.87,2,2029.86,2041.86,audio/test3.flac,San Luis Obispo,34.99038,-120.36971
1004,Steller's jay,Cyanocitta stelleri,0.734,1,4809.72,4821.72,audio/test1.flac,Tulare,35.84048,-119.22869
1005,Olive-sided flycatcher,Contopus cooperi,0.892,2,5427.52,5439.52,audio/test1.flac,Humboldt,41.04584,-124.34964
1006,Common raven,Corvus corax,0.846,1,1668.77,1680.77,audio/test3.flac,Del Norte,41.67195,-123.75064
1007,Common nighthawk call,Chordeiles minor,0.79,3,6628.66,6640.66,audio/test2.flac,Imperial,32.9407,-115.28629
1008,Downy woodpecker call,Dryobates pubescens,0.567,1,6865.9,6877.9,audio/test2.flac,Los Angeles,33.81523,-117.93841
1009,Canada goose,Branta canadensis,0.999,1,7122.6,7134.6,audio/test3.flac,Ventura,34.02635,-119.2213
1010,Swainson's thrush,Catharus ustulatus,0.905,1,8503.12,8515.12,audio/test3.flac,Butte,39.90598,-121.35057
1011,Swainson's thrush,Catharus ustulatus,0.999,2,6285.76,6297.76,audio/test3.flac,Lassen,40.69232,-120.24163
1012,Northern saw-whet owl,Aegolius acadicus,0.143,3,5050.46,5062.46,,Monterey,36.39782,-121.49467
1013,Common nighthawk boom,Chordeiles minor,0.833,3,8802.71,8814.71,,Mendocino,39.51824,-122.93964
1014,Olive-sided flycatcher,Contopus cooperi,0.801,1,9343.99,9355.99,audio/test3.flac,Inyo,36.24896,-117.77499
1015,Woodpecker spp. drum,NA,0.775,2,10980.95,10992.95,audio/test3.flac,Mono,38.23571,-118.92968
1016,Canada goose,Branta canadensis,0.94,2,7534.01,7546.01,audio/test3.flac,Marin,38.22188,-122.87084
1017,Common nighthawk call,Chordeiles minor,0.858,1,3485.68,3497.68,audio/test2.flac,Del Norte,41.57954,-123.60859
1018,Wolf howl,Canis lupus,0.709,1,7133.73,7145.73,audio/test3.flac,Santa Clara,37.16476,-121.29061
1019,Hermit thrush,Catharus guttatus,0.626,3,6631.72,6643.72,audio/test1.flac,Placer,38.78728,-120.21696
1020,Common nighthawk boom,Chordeiles minor,0.988,3,6945.61,6957.61,audio/test3.flac,San Joaquin,38.15814,-120.97177
1021,Hermit thrush,Catharus guttatus,0.933,1,11393.25,11405.25,audio/test1.flac,El Dorado,38.96474,-120.40232
1022,Woodpecker spp. drum,NA,0.836,3,12686.95,12698.95,audio/test2.flac,Trinity,40.73084,-123.42056
1023,Northern flicker series,Colaptes auratus,0.819,1,11315.06,11327.06,audio/test3.flac,Glenn,39.69326,-121.96505
1024,Northern saw-whet owl,Aegolius acadicus,0.677,2,3921.08,3933.08,audio/test2.flac,Santa Clara,36.97029,-121.88449
1025,Dog barks,NA,0.306,1,6122.44,6134.44,audio/test2.flac,Amador,38.38482,-120.94842
1026,Northern saw-whet owl,Aegolius acadicus,0.395,1,4167.34,4179.34,audio/test3.flac,Plumas,40.31901,-120.18398
1027,Swainson's thrush,Catharus ustulatus,0.853,2,2000.81,2012.81,audio/test2.flac,Riverside,33.57276,-116.12569
1028,Great horned owl,Bubo virginianus,0.511,2,3212.69,3224.69,audio/test1.flac,Yolo,38.64087,-122.24565
1029,Great horned owl,Bubo virginianus,0.482,1,7551.11,7563.11,audio/test3.flac,Nevada,39.44881,-120.90782
1030,Woodpecker spp. drum,NA,0.685,1,8313.91,8325.91,,Calaveras,37.84825,-120.16186
1031,Common raven,Corvus corax,0.723,3,2781.07,2793.07,audio/test3.flac,Sacramento,38.49373,-121.36417
1032,Dog barks,NA,0.448,1,4258.29,4270.29,audio/test3.flac,San Luis Obispo,35.16403,-119.95426
1033,Northern flicker 'skew',Colaptes auratus,0.944,3,3707.89,3719.89,,Lake,38.85368,-122.703
1034,Swainson's thrush,Catharus ustulatus,0.85,3,12374.59,12386.59,,Yuba,39.33951,-121.34383
1035,Woodpecker spp. drum,NA,0.999,3,872.96,884.96,audio/test2.flac,Santa Barbara,35.11182,-120.40653
1036,Canada goose,Branta canadensis,0.907,3,2645.96,2657.96,audio/test3.flac,Kings,36.29581,-119.92391
1037,Northern flicker 'skew',Colaptes auratus,0.667,2,7613.14,7625.14,audio/test3.flac,Fresno,36.93332,-118.76495
1038,Dog barks,NA,0.143,3,3698.03,3710.03,audio/test3.flac,San Bernardino,35.55188,-114.66366
1039,Hermit thrush,Catharus guttatus,0.916,3,4415.62,4427.62,audio/test1.flac,Tehama,40.1402,-122.18173
1040,Common nighthawk boom,Chordeiles minor,0.722,2,10493.47,10505.47,audio/test1.flac,Riverside,33.55328,-115.93434
1041,Olive-sided flycatcher,Contopus cooperi,0.736,3,9979.54,9991.54,audio/test2.flac,Santa Clara,37.19293,-122.01192
1042,Common raven,Corvus corax,0.927,2,1410.64,1422.64,,Napa,38.3449,-122.48061
1043,Olive-sided flycatcher,Contopus cooperi,0.939,3,11526.24,11538.24,,Napa,38.69037,-122.2001
1044,Steller's jay,Cyanocitta stelleri,0.624,2,4881.15,4893.15,,Plumas,40.26684,-121.05419
1045,Common nighthawk boom,Chordeiles minor,0.802,3,11442.74,11454.74,audio/test2.flac,Shasta,40.93608,-121.47094
1046,Olive-sided flycatcher,Contopus cooperi,0.925,1,10672.41,10684.41,audio/test1.flac,San Mateo,37.30231,-122.1889
1047,Great horned owl,Bubo virginianus,0.3,2,6734.74,6746.74,audio/test2.flac,Plumas,40.11637,-120.10429
1048,Dog barks,NA,0.233,3,11592.44,11604.44,audio/test1.flac,San Joaquin,38.27295,-121.19723
1049,Common nighthawk boom,Chordeiles minor,0.781,3,9739.96,9751.96,audio/test2.flac,Marin,38.0359,-122.82856
1050,Dog barks,NA,0.144,1,13966.95,13978.95,audio/test1.flac,Napa,38.47934,-122.52901
1051,Northern flicker 'skew',Colaptes auratus,0.696,1,8472.93,8484.93,audio/test1.flac,Alameda,37.72224,-122.12395
1052,Wrentit,Chamaea fasciata,0.644,1,5593.25,5605.25,audio/test2.flac,Plumas,39.66024,-121.07817
1053,Wrentit,Chamaea fasciata,0.862,1,10822.94,10834.94,audio/test3.flac,Kings,36.21775,-120.08402
1054,Downy woodpecker call,Dryobates pubescens,0.774,1,14181.79,14193.79,audio/test1.flac,Amador,38.4145,-120.59007
1055,Northern flicker 'skew',Colaptes auratus,0.869,1,13963.09,13975.09,audio/test3.flac,Mendocino,39.44303,-123.38387
1056,Olive-sided flycatcher,Contopus cooperi,0.976,3,376.28,388.28,,Sonoma,38.34041,-122.72805
1057,Woodpecker spp. drum,NA,0.717,3,3600.72,3612.72,audio/test3.flac,San Joaquin,37.86649,-121.32906
1058,Wolf howl,Canis lupus,0.679,3,9515.91,9527.91,audio/test2.flac,Lake,38.84865,-122.81769
1059,Olive-sided flycatcher,Contopus cooperi,0.812,2,9899.46,9911.46,,Solano,38.43669,-122.15729
1060,Common nighthawk call,Chordeiles minor,0.803,3,1138.02,1150.02,audio/test3.flac,Mendocino,39.57853,-123.55373
1061,Common nighthawk boom,Chordeiles minor,0.76,2,5867.53,5879.53,audio/test2.flac,Tulare,36.05623,-119.12521
1062,Steller's jay,Cyanocitta stelleri,0.648,3,12919.59,12931.59,,Siskiyou,41.69665,-121.99467
1063,Downy woodpecker call,Dryobates pubescens,0.435,1,12788.46,12800.46,audio/test2.flac,Monterey,36.32964,-120.80978
1064,Sooty grouse,Dendragapus fuliginosus,0.998,1,964.98,976.98,,Imperial,33.19602,-115.92238
1065,Canada goose,Branta canadensis,0.842,2,2190.02,2202.02,audio/test3.flac,Humboldt,40.05396,-124.25109
1066,Wrentit,Chamaea fasciata,0.841,1,10012.43,10024.43,,Kern,35.72367,-119.21716
1067,Marbled murrelet,Brachyramphus marmoratus,0.489,1,11960.57,11972.57,audio/test3.flac,Siskiyou,41.81529,-121.67527
1068,Olive-sided flycatcher,Contopus cooperi,0.815,2,8490.48,8502.48,audio/test1.flac,Kings,36.18745,-119.73398
1069,Common raven,Corvus corax,0.844,1,3964.17,3976.17,audio/test3.flac,Trinity,40.35635,-123.04343
1070,Northern saw-whet owl,Aegolius acadicus,0.501,1,13536.99,13548.99,,Sierra,39.73847,-120.67182
1071,Sooty grouse,Dendragapus fuliginosus,0.863,2,1094.89,1106.89,audio/test2.flac,San Joaquin,38.15211,-121.0615
1072,Marbled murrelet,Brachyramphus marmoratus,0.754,3,3431.1,3443.1,audio/test2.flac,Nevada,39.36926,-120.15659
1073,Olive-sided flycatcher,Contopus cooperi,0.834,1,6496.36,6508.36,audio/test3.flac,Sutter,39.12068,-121.45147
1074,Northern saw-whet owl,Aegolius acadicus,0.416,1,13096.84,13108.84,audio/test2.flac,Butte,39.48281,-121.4349
1075,Hermit thrush,Catharus guttatus,0.818,3,10847.13,10859.13,audio/test1.flac,Los Angeles,34.15885,-118.74266
1076,Northern saw-whet owl,Aegolius acadicus,0.353,1,11872.53,11884.53,audio/test3.flac,Alameda,37.71958,-121.6619
1077,Common nighthawk boom,Chordeiles minor,0.727,1,1456.83,1468.83,audio/test1.flac,Yolo,38.57373,-121.49104
1078,Northern saw-whet owl,Aegolius acadicus,0.501,3,7948.91,7960.91,audio/test3.flac,Solano,38.42898,-121.82688
1079,Wolf howl,Canis lupus,0.672,1,5161.87,5173.87,,Alameda,37.77951,-121.73695
1080,Wrentit,Chamaea fasciata,0.963,3,6756.74,6768.74,audio/test3.flac,Mariposa,37.39597,-119.88763
1081,Common nighthawk boom,Chordeiles minor,0.694,2,14226.1,14238.1,audio/test2.flac,Del Norte,41.61753,-123.64352
1082,Swainson's thrush,Catharus ustulatus,0.719,2,6435.92,6447.92,,Lassen,40.10227,-121.26132
1083,Northern flicker 'skew',Colaptes auratus,0.939,1,3843.25,3855.25,audio/test1.flac,Placer,38.77334,-120.35498
1084,Great horned owl,Bubo virginianus,0.58,2,3206.17,3218.17,audio/test3.flac,Tulare,36.62229,-118.77227
1085,Wrentit,Chamaea fasciata,0.707,1,7401.64,7413.64,audio/test3.flac,Alameda,37.79346,-121.92988
1086,Swainson's thrush,Catharus ustulatus,0.851,3,1742.52,1754.52,audio/test2.flac,Butte,39.39061,-121.32396
1087,Common nighthawk call,Chordeiles minor,0.784,3,13880.65,13892.65,audio/test2.flac,Los Angeles,34.08096,-117.85704
1088,Hermit thrush,Catharus guttatus,0.74,3,4711.95,4723.95,audio/test3.flac,Ventura,34.18861,-119.24223
1089,Canada goose,Branta canadensis,0.792,3,3133.09,3145.09,audio/test3.flac,Ventura,34.18857,-119.34925
1090,Woodpecker spp. drum,NA,0.82,1,3997.8,4009.8,audio/test3.flac,Mono,38.20566,-118.33123
1091,Sooty grouse,Dendragapus fuliginosus,0.897,2,10043.7,10055.7,,San Joaquin,37.71646,-120.92506
1092,Wrentit,Chamaea fasciata,0.509,3,2301.89,2313.89,,Kings,35.84448,-119.68019
1093,Canada goose,Branta canadensis,0.964,1,9147.78,9159.78,audio/test2.flac,Humboldt,40.87205,-124.16096
1094,Woodpecker spp. drum,NA,0.592,2,7621.65,7633.65,audio/test3.flac,San Mateo,37.40277,-122.36429
1095,Canada goose,Branta canadensis,0.679,1,6557.3,6569.3,audio/test1.flac,Ventura,34.80632,-118.8829
1096,Marbled murrelet,Brachyramphus marmoratus,0.802,2,8269.21,8281.21,audio/test1.flac,Amador,38.40046,-120.66957
1097,Common nighthawk call,Chordeiles minor,0.86,2,345.49,357.49,,Imperial,33.16461,-114.63832
1098,Downy woodpecker call,Dryobates pubescens,0.761,3,11414.25,11426.25,,Amador,38.34083,-120.6452
1099,Marbled murrelet,Brachyramphus marmoratus,0.775,2,11698.27,11710.27,audio/test1.flac,Yuba,39.56237,-121.02314
1100,Woodpecker spp. drum,NA,0.722,2,6707.69,6719.69,audio/test3.flac,Mendocino,38.76264,-123.99064
1101,Steller's jay,Cyanocitta stelleri,0.632,3,10826.71,10838.71,audio/test3.flac,Alpine,38.4619,-119.65005
1102,Olive-sided flycatcher,Contopus cooperi,0.83,2,11558.17,11570.17,audio/test3.flac,Los Angeles,34.78709,-118.51896
1103,Great horned owl,Bubo virginianus,0.435,3,10093.01,10105.01,,San Diego,33.07583,-117.2535
1104,Marbled murrelet,Brachyramphus marmoratus,0.614,2,8078.9,8090.9,audio/test2.flac,Mariposa,37.76159,-120.07156
1105,Great horned owl,Bubo virginianus,0.455,3,12768.83,12780.83,audio/test3.flac,Yolo,38.36796,-122.08164
1106,Marbled murrelet,Brachyramphus marmoratus,0.864,2,8281.13,8293.13,audio/test3.flac,Siskiyou,41.92839,-121.38187
1107,Steller's jay,Cyanocitta stelleri,0.577,2,8112.54,8124.54,,San Benito,36.65935,-120.62167
1108,Olive-sided flycatcher,Contopus cooperi,0.999,2,12226.73,12238.73,audio/test2.flac,Siskiyou,41.6938,-122.97616
1109,Woodpecker spp. drum,NA,0.999,1,1343.25,1355.25,audio/test1.flac,San Luis Obispo,35.67167,-119.58163
1110,Olive-sided flycatcher,Contopus cooperi,0.737,2,13632.14,13644.14,,Sutter,38.78573,-121.3602
1111,Wolf howl,Canis lupus,0.999,1,9245.26,9257.26,,Los Angeles,34.52468,-118.60676
1112,Northern flicker 'skew',Colaptes auratus,0.773,3,8826.56,8838.56,,Fresno,37.34771,-120.3795
1113,Northern flicker 'skew',Colaptes auratus,0.642,3,10712.71,10724.71,audio/test2.flac,San Luis Obispo,35.0551,-120.36353
1114,Downy woodpecker call,Dryobates pubescens,0.412,3,6765.94,6777.94,audio/test3.flac,Modoc,41.23169,-120.58644
1115,Northern flicker series,Colaptes auratus,0.538,1,11700.83,11712.83,audio/test3.flac,San Luis Obispo,35.56666,-120.06573
1116,Common nighthawk boom,Chordeiles minor,0.79,1,14219.47,14231.47,,Marin,37.81841,-122.37567
1117,Olive-sided flycatcher,Contopus cooperi,0.902,1,6149.05,6161.05,audio/test3.flac,Sonoma,38.2179,-123.27795
1118,Wrentit,Chamaea fasciata,0.717,1,5217.66,5229.66,,Imperial,33.08984,-115.25282
1119,Canada goose,Branta canadensis,0.867,1,4456.24,4468.24,audio/test1.flac,Stanislaus,37.76789,-120.8623
1120,Northern flicker 'skew',Colaptes auratus,0.999,2,10209.11,10221.11,,Sonoma,38.39898,-122.8624
1121,Dog barks,NA,0.263,2,10251.72,10263.72,,San Benito,36.78679,-121.47212
1122,Hermit thrush,Catharus guttatus,0.705,3,5365.61,5377.61,,Tehama,40.11595,-122.1755
1123,Woodpecker spp. drum,NA,0.748,3,1316.38,1328.38,audio/test1.flac,Plumas,40.13713,-120.5726
1124,Swainson's thrush,Catharus ustulatus,0.875,1,11846.75,11858.75,audio/test3.flac,Butte,39.78739,-121.99621
1125,Downy woodpecker call,Dryobates pubescens,0.613,3,14207.69,14219.69,,Imperial,33.29334,-115.29388
1126,Common nighthawk boom,Chordeiles minor,0.889,2,1893.73,1905.73,audio/test3.flac,Santa Barbara,34.96558,-119.69281
1127,Northern flicker series,Colaptes auratus,0.577,1,10238.09,10250.09,audio/test1.flac,San Luis Obispo,35.75782,-119.83273
1128,Dog barks,NA,0.49,3,9930.39,9942.39,audio/test3.flac,San Mateo,37.44585,-122.19682
1129,Wrentit,Chamaea fasciata,0.855,3,14254.81,14266.81,,Ventura,34.84206,-118.66744
1130,Downy woodpecker call,Dryobates pubescens,0.6,1,8923.46,8935.46,audio/test3.flac,San Bernardino,35.66237,-115.04825
1131,Downy woodpecker call,Dryobates pubescens,0.692,3,13480.12,13492.12,,Mono,37.90775,-118.95008
1132,Marbled murrelet,Brachyramphus marmoratus,0.928,1,9782.39,9794.39,audio/test3.flac,Fresno,37.40674,-118.92851
1133,Canada goose,Branta canadensis,0.671,3,13595.94,13607.94,,Contra Costa,37.78749,-121.69991
1134,Common raven,Corvus corax,0.812,3,5588.58,5600.58,audio/test1.flac,Orange,33.46748,-117.68099
1135,Marbled murrelet,Brachyramphus marmoratus,0.785,1,11250.3,11262.3,audio/test3.flac,Colusa,39.02506,-122.21776
1136,Wolf howl,Canis lupus,0.765,1,8873.28,8885.28,,Orange,33.68476,-117.795
1137,Sooty grouse,Dendragapus fuliginosus,0.873,1,823.53,835.53,audio/test1.flac,Merced,37.02636,-120.13601
1138,Canada goose,Branta canadensis,0.865,2,2400.22,2412.22,,Santa Barbara,34.33184,-119.38637
1139,Hermit thrush,Catharus guttatus,0.972,3,6779.98,6791.98,audio/test3.flac,El Dorado,38.74857,-120.76846
1140,Great horned owl,Bubo virginianus,0.688,2,9232.32,9244.32,audio/test1.flac,Yolo,38.62065,-121.80814
1141,Dog barks,NA,0.197,2,11152.92,11164.92,,Sutter,39.20518,-121.74121
1142,Great horned owl,Bubo virginianus,0.763,2,1488.78,1500.78,audio/test1.flac,Shasta,41.1336,-122.70275
1143,Downy woodpecker call,Dryobates pubescens,0.501,3,3087.17,3099.17,audio/test3.flac,Imperial,32.82965,-115.7188
1144,Common raven,Corvus corax,0.758,2,12641.38,12653.38,,Monterey,36.59246,-120.53635
1145,Marbled murrelet,Brachyramphus marmoratus,0.825,2,5068.74,5080.74,audio/test2.flac,Fresno,36.50456,-119.715
1146,Common nighthawk boom,Chordeiles minor,0.676,1,7694.76,7706.76,audio/test3.flac,Orange,33.56389,-117.90308
1147,Northern flicker series,Colaptes auratus,0.71,1,7064.24,7076.24,audio/test3.flac,Inyo,37.57665,-116.23143
1148,Common raven,Corvus corax,0.701,3,4244.6,4256.6,audio/test3.flac,Amador,38.24008,-120.5577
1149,Sooty grouse,Dendragapus fuliginosus,0.923,3,6253.55,6265.55,audio/test2.flac,Mariposa,37.72167,-119.28753
1150,Northern flicker 'skew',Colaptes auratus,0.999,1,12228.36,12240.36,audio/test3.flac,San Francisco,37.73258,-122.44745
1151,Swainson's thrush,Catharus ustulatus,0.847,1,7055.39,7067.39,audio/test3.flac,Butte,39.99861,-121.90513
1152,Dog barks,NA,0.212,1,11606.68,11618.68,audio/test3.flac,Monterey,36.88123,-120.32035
1153,Wrentit,Chamaea fasciata,0.662,3,5715.16,5727.16,,Santa Cruz,37.09223,-122.05569
1154,Dog barks,NA,0.36,2,2968.82,2980.82,audio/test1.flac,Calaveras,38.20226,-120.05778
1155,Marbled murrelet,Brachyramphus marmoratus,0.923,1,8595.23,8607.23,audio/test1.flac,Mariposa,37.5603,-119.25347
1156,Wolf howl,Canis lupus,0.886,3,4472.9,4484.9,audio/test2.flac,San Francisco,37.78321,-122.50283
1157,Wolf howl,Canis lupus,0.874,2,7748.03,7760.03,audio/test2.flac,San Francisco,37.81601,-122.38301
1158,Northern flicker series,Colaptes auratus,0.579,2,922.72,934.72,,Inyo,36.26723,-116.50965
1159,Marbled murrelet,Brachyramphus marmoratus,0.619,3,11544.02,11556.02,audio/test1.flac,Fresno,37.2444,-119.77374
1160,Dog barks,NA,0.307,3,6669.67,6681.67,,Santa Cruz,36.98419,-122.02196
1161,Northern flicker series,Colaptes auratus,0.534,1,4323.02,4335.02,audio/test1.flac,San Luis Obispo,35.55563,-121.13374
1162,Downy woodpecker call,Dryobates pubescens,0.773,3,5943.78,5955.78,,Trinity,40.39379,-122.98769
1163,Common nighthawk boom,Chordeiles minor,0.917,2,8401.46,8413.46,audio/test1.flac,San Luis Obispo,35.2193,-120.65916
1164,Common raven,Corvus corax,0.61,2,9862.44,9874.44,audio/test2.flac,Ventura,34.64889,-118.65442
1165,Canada goose,Branta canadensis,0.848,1,222.99,234.99,audio/test1.flac,Madera,37.48735,-120.01688
1166,Wolf howl,Canis lupus,0.886,1,12678.98,12690.98,audio/test2.flac,Sacramento,38.34832,-121.169
1167,Northern flicker 'skew',Colaptes auratus,0.837,1,5107.08,5119.08,audio/test3.flac,Madera,36.94282,-119.1481
1168,Northern flicker 'skew',Colaptes auratus,0.785,1,10557.62,10569.62,,Merced,37.31735,-120.33309
1169,Wrentit,Chamaea fasciata,0.69,3,13248.34,13260.34,audio/test1.flac,Plumas,40.21192,-120.23438
1170,Steller's jay,Cyanocitta stelleri,0.803,2,3549.68,3561.68,audio/test2.flac,Lassen,41.10147,-120.80673
1171,Swainson's thrush,Catharus ustulatus,0.834,3,3149.67,3161.67,audio/test1.flac,Riverside,33.88738,-117.05202
1172,Steller's jay,Cyanocitta stelleri,0.672,3,6167.22,6179.22,audio/test2.flac,Butte,39.77168,-121.23622
1173,Common raven,Corvus corax,0.735,1,2928.28,2940.28,audio/test1.flac,Santa Clara,37.47182,-121.4159
1174,Canada goose,Branta canadensis,0.843,1,1287.6,1299.6,audio/test2.flac,Yuba,39.25948,-121.43499
1175,Woodpecker spp. drum,NA,0.917,3,7795.73,7807.73,audio/test2.flac,Sonoma,38.39635,-122.47032
1176,Wrentit,Chamaea fasciata,0.807,2,3370.17,3382.17,audio/test1.flac,Monterey,35.98208,-121.04729
1177,Common nighthawk call,Chordeiles minor,0.815,3,12601.83,12613.83,audio/test1.flac,Imperial,33.22045,-115.0794
1178,Sooty grouse,Dendragapus fuliginosus,0.811,3,8639.85,8651.85,audio/test2.flac,Trinity,40.62765,-122.95541
1179,Common nighthawk boom,Chordeiles minor,0.865,3,3575.75,3587.75,,Del Norte,41.85889,-124.0991
1180,Downy woodpecker call,Dryobates pubescens,0.527,1,2756.47,2768.47,audio/test2.flac,Colusa,39.46869,-122.01755
1181,Northern saw-whet owl,Aegolius acadicus,0.55,2,4819.94,4831.94,audio/test3.flac,Alameda,37.56152,-121.9715
1182,Common raven,Corvus corax,0.797,1,4169.85,4181.85,audio/test3.flac,Colusa,39.04288,-122.63915
1183,Northern flicker series,Colaptes auratus,0.64,3,3425.59,3437.59,,Tuolumne,37.77976,-120.0274
1184,Marbled murrelet,Brachyramphus marmoratus,0.617,1,4430.11,4442.11,audio/test1.flac,Placer,39.0137,-120.90771
1185,Canada goose,Branta canadensis,0.739,2,3931.28,3943.28,audio/test1.flac,Inyo,36.8354,-116.20093
1186,Great horned owl,Bubo virginianus,0.416,2,3605.89,3617.89,,Yolo,38.45926,-122.06846
1187,Dog barks,NA,0.34,2,7454.4,7466.4,audio/test1.flac,San Benito,36.66957,-121.14898
