id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon,date,ARU_ID
203,Steller's jay,Cyanocitta stelleri,0.635,3,4515.21,4527.21,audio/test3.flac,Humboldt,40.63918,-123.78445,2026-03-24,9874
204,Dog barks,NA,0.098,2,7436.36,7448.36,audio/test2.flac,Sacramento,38.4981,-121.44802,2026-02-13,4653
205,Northern saw-whet owl,Aegolius acadicus,0.544,3,1522.47,1534.47,,Solano,38.37034,-122.05591,2026-01-15,9874
206,Woodpecker spp. drum,NA,0.728,2,2746.33,2758.33,audio/test3.flac,Kern,35.53982,-118.29254,2026-02-07,2212
207,Great horned owl,Bubo virginianus,0.639,1,9380.72,9392.72,audio/test3.flac,San Luis Obispo,35.36357,-120.5155,2026-02-25,9874
208,Downy woodpecker call,Dryobates pubescens,0.456,1,9225.68,9237.68,audio/test3.flac,Solano,38.16707,-121.73001,2026-01-21,1556
209,Sooty grouse,Dendragapus fuliginosus,0.947,3,14359.44,14371.44,audio/test1.flac,Colusa,39.19321,-121.96122,2026-02-28,9874
210,Northern flicker 'skew',Colaptes auratus,0.868,3,7660.45,7672.45,audio/test1.flac,Butte,39.41272,-122.03674,2026-01-01,2212
211,Common nighthawk boom,Chordeiles minor,0.864,1,6264.17,6276.17,audio/test1.flac,Santa Cruz,37.11167,-121.65072,2026-04-03,2452
212,Common nighthawk call,Chordeiles minor,0.789,3,14127.69,14139.69,audio/test2.flac,Kern,35.18365,-117.75244,2026-04-23,2212
213,Great horned owl,Bubo virginianus,0.269,3,1200.9,1212.9,audio/test3.flac,Yolo,38.91559,-121.94193,2026-04-03,1556
214,Olive-sided flycatcher,Contopus cooperi,0.768,3,4756.34,4768.34,audio/test3.flac,Marin,38.16951,-122.64655,2026-02-03,4653
215,Woodpecker spp. drum,NA,0.902,3,9153.95,9165.95,audio/test1.flac,Los Angeles,33.77204,-118.08173,2026-03-06,4653
216,Northern flicker 'skew',Colaptes auratus,0.584,1,6375.92,6387.92,,Fresno,37.54853,-120.28214,2026-04-08,3332
217,Northern flicker series,Colaptes auratus,0.543,1,1486.79,1498.79,audio/test2.flac,Modoc,41.77229,-120.07347,2026-01-23,9874
218,Northern flicker 'skew',Colaptes auratus,0.768,3,12960.36,12972.36,audio/test3.flac,Kings,36.34777,-120.01836,2026-03-06,2212
219,Wolf howl,Canis lupus,0.774,1,7562.06,7574.06,,Tuolumne,38.2429,-119.70219,2026-04-27,1213
220,Downy woodpecker call,Dryobates pubescens,0.481,2,9301.08,9313.08,,Riverside,33.87903,-115.0682,2026-01-14,3332
221,Downy woodpecker call,Dryobates pubescens,0.744,2,6251.56,6263.56,audio/test1.flac,Modoc,41.29233,-121.09359,2026-04-22,1556
222,Downy woodpecker call,Dryobates pubescens,0.554,1,4747.02,4759.02,audio/test2.flac,Solano,38.49536,-122.14496,2026-03-22,4653
223,Woodpecker spp. drum,NA,0.816,2,9769.0,9781.0,,Monterey,36.4799,-120.73606,2026-02-08,3332
224,Steller's jay,Cyanocitta stelleri,0.603,1,6647.73,6659.73,,Yolo,38.7402,-121.6182,2026-04-18,2212
225,Wolf howl,Canis lupus,0.925,3,4738.47,4750.47,audio/test1.flac,Fresno,36.43758,-120.40991,2026-03-23,3332
226,Downy woodpecker call,Dryobates pubescens,0.554,1,13116.81,13128.81,audio/test3.flac,Marin,37.97759,-122.49156,2026-03-06,4653
227,Canada goose,Branta canadensis,0.593,3,11119.1,11131.1,audio/test3.flac,Ventura,34.89356,-118.7466,2026-03-19,1213
228,Hermit thrush,Catharus guttatus,0.8,1,3797.93,3809.93,audio/test3.flac,Modoc,41.68305,-120.43406,2026-01-26,1213
229,Hermit thrush,Catharus guttatus,0.974,1,10354.15,10366.15,audio/test2.flac,Modoc,41.97766,-120.15437,2026-01-20,1213
230,Wrentit,Chamaea fasciata,0.73,2,5006.43,5018.43,audio/test3.flac,Kings,35.82211,-120.13174,2026-02-17,2452
231,Common nighthawk boom,Chordeiles minor,0.888,2,7749.94,7761.94,audio/test3.flac,Lake,38.83535,-122.64833,2026-04-08,1213
232,Great horned owl,Bubo virginianus,0.498,1,6169.13,6181.13,audio/test3.flac,Humboldt,40.98473,-124.34637,2026-01-21,2212
233,Swainson's thrush,Catharus ustulatus,0.882,3,11719.85,11731.85,audio/test1.flac,Mono,37.45865,-119.30779,2026-03-11,1213
234,Northern saw-whet owl,Aegolius acadicus,0.296,1,3239.26,3251.26,audio/test3.flac,Merced,37.14278,-120.56271,2026-04-10,2212
235,Great horned owl,Bubo virginianus,0.474,3,14275.14,14287.14,audio/test2.flac,Tulare,36.59944,-118.47289,2026-04-29,1556
236,Northern flicker 'skew',Colaptes auratus,0.823,1,7200.19,7212.19,audio/test1.flac,Merced,37.41527,-120.43804,2026-03-09,1213
237,Downy woodpecker call,Dryobates pubescens,0.448,3,7532.05,7544.05,audio/test1.flac,Marin,37.97263,-122.65407,2026-04-28,1213
238,Swainson's thrush,Catharus ustulatus,0.703,1,7279.51,7291.51,audio/test2.flac,Tehama,40.28631,-122.32847,2026-01-01,2452
239,Marbled murrelet,Brachyramphus marmoratus,0.769,1,9859.62,9871.62,audio/test2.flac,Butte,39.7354,-121.32103,2026-03-18,2452
240,Northern flicker 'skew',Colaptes auratus,0.919,1,10221.19,10233.19,,Kings,35.86665,-119.89509,2026-02-11,4653
241,Sooty grouse,Dendragapus fuliginosus,0.829,2,4273.64,4285.64,audio/test2.flac,San Joaquin,37.74591,-121.34653,2026-03-04,1213
242,Olive-sided flycatcher,Contopus cooperi,0.973,3,11827.04,11839.04,,Los Angeles,34.302,-118.80711,2026-01-03,3332
243,Canada goose,Branta canadensis,0.999,1,4471.74,4483.74,,Tuolumne,38.21967,-120.51467,2026-01-15,9874
244,Steller's jay,Cyanocitta stelleri,0.931,2,14268.63,14280.63,audio/test1.flac,Modoc,41.82744,-120.17383,2026-04-29,9874
245,Common raven,Corvus corax,0.656,1,10769.43,10781.43,audio/test3.flac,Madera,37.00069,-119.54397,2026-02-16,2452
246,Northern flicker series,Colaptes auratus,0.563,2,9776.06,9788.06,audio/test1.flac,Lake,39.25455,-122.50991,2026-04-23,1334
247,Hermit thrush,Catharus guttatus,0.624,3,13486.85,13498.85,audio/test3.flac,Colusa,39.01242,-121.87218,2026-04-17,9874
248,Canada goose,Branta canadensis,0.854,2,5482.13,5494.13,audio/test3.flac,El Dorado,38.95001,-121.02104,2026-04-14,1334
249,Marbled murrelet,Brachyramphus marmoratus,0.999,3,11552.8,11564.8,audio/test1.flac,Butte,39.56755,-121.33457,2026-02-09,9874
250,Sooty grouse,Dendragapus fuliginosus,0.683,3,7820.99,7832.99,audio/test2.flac,Sacramento,38.14493,-121.77374,2026-01-31,1556
251,Wrentit,Chamaea fasciata,0.737,3,6423.02,6435.02,,Mariposa,37.62817,-119.22571,2026-01-08,1334
252,Wolf howl,Canis lupus,0.753,2,3055.75,3067.75,audio/test1.flac,San Francisco,37.77857,-122.4307,2026-01-31,3332
253,Wolf howl,Canis lupus,0.601,2,9336.29,9348.29,audio/test2.flac,Orange,33.80565,-118.01454,2026-04-23,1213
254,Hermit thrush,Catharus guttatus,0.915,3,8879.01,8891.01,audio/test2.flac,Alpine,38.73557,-120.17042,2026-03-14,2452
255,Dog barks,NA,0.176,1,724.18,736.18,audio/test2.flac,San Francisco,37.78722,-122.5078,2026-01-11,1556
256,Common nighthawk boom,Chordeiles minor,0.77,3,8158.49,8170.49,audio/test1.flac,Contra Costa,37.90976,-121.95966,2026-01-11,2212
257,Northern flicker 'skew',Colaptes auratus,0.999,1,3061.27,3073.27,,Kings,36.13329,-119.75292,2026-04-04,3332
258,Steller's jay,Cyanocitta stelleri,0.853,3,6548.06,6560.06,audio/test1.flac,Madera,36.94049,-120.29026,2026-03-04,1213
259,Swainson's thrush,Catharus ustulatus,0.71,3,9750.62,9762.62,audio/test1.flac,Lassen,40.75428,-120.12138,2026-04-15,1213
260,Downy woodpecker call,Dryobates pubescens,0.678,1,12611.78,12623.78,,Ventura,34.57299,-118.95436,2026-01-09,2452
261,Dog barks,NA,0.161,1,8405.37,8417.37,audio/test3.flac,Tulare,36.03994,-118.13452,2026-04-08,2212
262,Woodpecker spp. drum,NA,0.813,2,5295.77,5307.77,audio/test3.flac,San Mateo,37.16084,-122.5162,2026-03-10,1213
263,Canada goose,Branta canadensis,0.776,2,4155.41,4167.41,audio/test3.flac,Marin,38.06869,-122.79142,2026-04-09,2452
264,Marbled murrelet,Brachyramphus marmoratus,0.715,1,12105.1,12117.1,audio/test3.flac,Butte,39.59433,-121.1927,2026-01-17,1213
265,Wolf howl,Canis lupus,0.693,3,6537.11,6549.11,audio/test1.flac,San Joaquin,37.62308,-120.93871,2026-01-17,1213
266,Northern flicker 'skew',Colaptes auratus,0.802,3,221.11,233.11,audio/test3.flac,El Dorado,38.75765,-120.28396,2026-03-26,1213
267,Wrentit,Chamaea fasciata,0.758,1,10693.83,10705.83,audio/test2.flac,Contra Costa,37.92789,-121.6885,2026-03-02,2212
268,Hermit thrush,Catharus guttatus,0.991,1,7523.39,7535.39,audio/test2.flac,El Dorado,38.70534,-120.54433,2026-03-12,4653
269,Northern flicker series,Colaptes auratus,0.761,1,13002.59,13014.59,audio/test2.flac,Glenn,39.34775,-122.2684,2026-01-22,2452
270,Northern flicker series,Colaptes auratus,0.71,3,4131.71,4143.71,audio/test2.flac,Lake,38.80262,-122.43274,2026-02-03,1556
271,Woodpecker spp. drum,NA,0.856,3,11202.87,11214.87,audio/test1.flac,San Mateo,37.23997,-122.4238,2026-03-09,2212
272,Common nighthawk call,Chordeiles minor,0.787,3,10535.08,10547.08,audio/test1.flac,Monterey,36.5741,-120.96729,2026-04-22,4653
273,Northern saw-whet owl,Aegolius acadicus,0.488,1,1132.49,1144.49,audio/test1.flac,Calaveras,37.9381,-120.54777,2026-03-19,2452
274,Canada goose,Branta canadensis,0.849,2,11725.15,11737.15,audio/test1.flac,Ventura,34.15382,-119.14298,2026-02-24,9874
275,Olive-sided flycatcher,Contopus cooperi,0.825,2,13568.88,13580.88,audio/test2.flac,San Mateo,37.57207,-122.51105,2026-01-28,9874
276,Olive-sided flycatcher,Contopus cooperi,0.991,2,3250.88,3262.88,audio/test3.flac,Napa,38.68452,-122.63516,2026-04-29,1334
277,Hermit thrush,Catharus guttatus,0.775,1,3585.65,3597.65,audio/test2.flac,Yolo,38.92265,-121.58145,2026-03-11,2452
278,Northern flicker series,Colaptes auratus,0.575,1,1923.78,1935.78,,Lake,39.10288,-122.86517,2026-04-07,4653
279,Great horned owl,Bubo virginianus,0.587,3,478.5,490.5,audio/test2.flac,San Luis Obispo,35.67489,-120.12894,2026-04-04,2212
280,Olive-sided flycatcher,Contopus cooperi,0.98,3,12642.8,12654.8,audio/test3.flac,Sutter,39.18089,-121.42688,2026-03-30,2452
281,Northern saw-whet owl,Aegolius acadicus,0.333,3,13182.02,13194.02,,El Dorado,38.60395,-121.13399,2026-01-26,4653
282,Northern flicker series,Colaptes auratus,0.605,3,4423.01,4435.01,audio/test2.flac,Shasta,40.298,-122.12451,2026-04-02,2212
283,Woodpecker spp. drum,NA,0.799,1,3559.47,3571.47,,Santa Clara,37.44361,-121.87196,2026-02-09,1556
284,Steller's jay,Cyanocitta stelleri,0.745,2,8986.68,8998.68,audio/test1.flac,Humboldt,40.16346,-124.40486,2026-02-21,9874
285,Canada goose,Branta canadensis,0.999,1,7713.95,7725.95,audio/test2.flac,Merced,37.24226,-121.18471,2026-03-27,1334
286,Sooty grouse,Dendragapus fuliginosus,0.706,1,3300.42,3312.42,audio/test3.flac,Glenn,39.43296,-122.16109,2026-03-25,2212
287,Steller's jay,Cyanocitta stelleri,0.644,1,1556.4,1568.4,audio/test1.flac,Calaveras,37.99665,-120.08602,2026-02-17,2212
288,Wrentit,Chamaea fasciata,0.704,2,8893.38,8905.38,audio/test2.flac,Plumas,39.73487,-120.95389,2026-02-26,9874
289,Great horned owl,Bubo virginianus,0.466,1,4773.41,4785.41,audio/test1.flac,Nevada,39.15494,-121.02739,2026-04-26,1334
290,Wrentit,Chamaea fasciata,0.637,2,666.19,678.19,,Mariposa,37.37717,-119.31741,2026-03-08,9874
291,Hermit thrush,Catharus guttatus,0.948,3,3660.0,3672.0,audio/test1.flac,El Dorado,38.74298,-120.3317,2026-02-27,2212
292,Downy woodpecker call,Dryobates pubescens,0.662,2,6095.88,6107.88,audio/test1.flac,Santa Barbara,34.96596,-119.65276,2026-01-16,1213
293,Common nighthawk call,Chordeiles minor,0.903,1,6712.97,6724.97,audio/test3.flac,Fresno,36.71758,-119.66541,2026-02-01,3332
294,Olive-sided flycatcher,Contopus cooperi,0.999,3,1182.64,1194.64,audio/test1.flac,Del Norte,41.84773,-123.84334,2026-01-29,4653
295,Marbled murrelet,Brachyramphus marmoratus,0.749,3,10784.45,10796.45,audio/test2.flac,Siskiyou,41.94076,-122.79438,2026-01-09,3332
296,Downy woodpecker call,Dryobates pubescens,0.498,1,14349.39,14361.39,audio/test2.flac,Placer,38.81757,-120.61865,2026-02-13,2212
297,Wrentit,Chamaea fasciata,0.796,1,5961.88,5973.88,,Kings,36.22157,-120.10944,2026-01-03,1556
298,Marbled murrelet,Brachyramphus marmoratus,0.907,1,1110.96,1122.96,,Sonoma,38.12325,-123.26379,2026-03-17,4653
299,Northern flicker series,Colaptes auratus,0.608,2,4105.65,4117.65,,San Luis Obispo,35.15499,-120.01832,2026-03-12,9874
300,Dog barks,NA,0.261,1,11273.71,11285.71,audio/test3.flac,Santa Cruz,36.99523,-121.58601,2026-01-30,3332
301,Downy woodpecker call,Dryobates pubescens,0.433,2,8196.49,8208.49,audio/test3.flac,Riverside,33.94416,-115.68813,2026-03-17,4653
302,Swainson's thrush,Catharus ustulatus,0.946,2,4816.18,4828.18,audio/test2.flac,Butte,39.39326,-121.56069,2026-01-29,9874
303,Northern flicker series,Colaptes auratus,0.868,3,3453.36,3465.36,audio/test2.flac,Los Angeles,33.8192,-117.86366,2026-01-01,1334
304,Woodpecker spp. drum,NA,0.603,3,2455.3,2467.3,,Mendocino,39.4329,-123.91123,2026-01-10,4653
305,Marbled murrelet,Brachyramphus marmoratus,0.907,3,12406.17,12418.17,,Butte,39.48781,-121.93325,2026-04-01,1213
306,Common nighthawk call,Chordeiles minor,0.999,2,11750.67,11762.67,audio/test1.flac,Contra Costa,37.80086,-122.31563,2026-03-22,1556
307,Dog barks,NA,0.215,3,4118.09,4130.09,audio/test2.flac,Madera,37.34576,-119.13818,2026-01-08,1213
308,Canada goose,Branta canadensis,0.87,2,6739.83,6751.83,,Nevada,39.61675,-120.51684,2026-01-30,1334
309,Woodpecker spp. drum,NA,0.774,1,5205.58,5217.58,audio/test1.flac,Kern,35.01555,-118.49855,2026-01-09,1213
310,Swainson's thrush,Catharus ustulatus,0.92,1,4538.35,4550.35,audio/test1.flac,Marin,37.90704,-122.99952,2026-04-26,2212
311,Wrentit,Chamaea fasciata,0.611,3,7182.67,7194.67,,Shasta,40.70492,-121.5218,2026-01-05,9874
312,Hermit thrush,Catharus guttatus,0.672,2,8136.2,8148.2,,Butte,39.7205,-121.35305,2026-04-21,4653
313,Marbled murrelet,Brachyramphus marmoratus,0.703,3,11566.08,11578.08,audio/test2.flac,Santa Barbara,34.40885,-119.68732,2026-02-12,3332
314,Hermit thrush,Catharus guttatus,0.988,1,11851.69,11863.69,audio/test1.flac,San Diego,32.73876,-116.86977,2026-01-10,2212
315,Canada goose,Branta canadensis,0.733,3,1926.56,1938.56,audio/test1.flac,Sutter,38.78392,-121.591,2026-03-07,1213
316,Wrentit,Chamaea fasciata,0.65,3,11927.72,11939.72,audio/test2.flac,Alameda,37.45368,-121.76042,2026-01-31,9874
317,Downy woodpecker call,Dryobates pubescens,0.769,3,5880.51,5892.51,audio/test3.flac,Riverside,33.64675,-116.19127,2026-02-05,1213
318,Wrentit,Chamaea fasciata,0.657,3,3066.91,3078.91,,Orange,33.6497,-118.01927,2026-03-27,3332
319,Woodpecker spp. drum,NA,0.655,2,530.88,542.88,audio/test1.flac,Contra Costa,37.94876,-121.82513,2026-03-04,3332
320,Olive-sided flycatcher,Contopus cooperi,0.837,3,3737.69,3749.69,,San Mateo,37.63427,-122.47679,2026-01-28,1556
321,Woodpecker spp. drum,NA,0.999,1,8410.34,8422.34,,Santa Clara,37.159,-121.80915,2026-03-11,3332
322,Downy woodpecker call,Dryobates pubescens,0.722,1,12158.57,12170.57,audio/test1.flac,Mono,37.86255,-119.03229,2026-01-17,9874
323,Great horned owl,Bubo virginianus,0.411,3,8216.15,8228.15,,Glenn,39.70333,-122.57449,2026-04-03,1556
324,Northern saw-whet owl,Aegolius acadicus,0.685,1,12378.23,12390.23,audio/test1.flac,Sonoma,38.59059,-123.33369,2026-04-30,1556
325,Canada goose,Branta canadensis,0.801,2,6536.4,6548.4,audio/test2.flac,Marin,37.85319,-122.59427,2026-04-23,4653
326,Dog barks,NA,0.283,3,6465.27,6477.27,audio/test1.flac,Sutter,39.02798,-121.90684,2026-03-15,1556
327,Marbled murrelet,Brachyramphus marmoratus,0.806,3,2909.2,2921.2,audio/test2.flac,Stanislaus,37.82552,-120.49413,2026-03-15,2452
328,Dog barks,NA,0.349,1,48.84,60.84,audio/test1.flac,San Francisco,37.72356,-122.45554,2026-03-02,1556
329,Swainson's thrush,Catharus ustulatus,0.824,2,5680.64,5692.64,audio/test2.flac,San Diego,33.30307,-117.43128,2026-02-01,2212
330,Northern saw-whet owl,Aegolius acadicus,0.435,1,8641.34,8653.34,audio/test3.flac,Alameda,37.71434,-122.34625,2026-04-11,2212
331,Common nighthawk boom,Chordeiles minor,0.625,2,5903.36,5915.36,audio/test3.flac,El Dorado,38.90251,-120.9044,2026-03-02,2452
332,Sooty grouse,Dendragapus fuliginosus,0.968,2,8344.8,8356.8,audio/test3.flac,Del Norte,41.99572,-124.00733,2026-04-14,3332
333,Wrentit,Chamaea fasciata,0.874,3,5352.62,5364.62,,Mariposa,37.68018,-119.77789,2026-02-22,1556
334,Common raven,Corvus corax,0.954,1,13404.5,13416.5,audio/test3.flac,Sacramento,38.29738,-121.55747,2026-01-25,1334
335,Great horned owl,Bubo virginianus,0.602,1,2460.26,2472.26,,Napa,38.41812,-122.63971,2026-01-13,4653
336,Dog barks,NA,0.212,3,7181.24,7193.24,audio/test3.flac,Sierra,39.39702,-120.1114,2026-01-13,4653
337,Marbled murrelet,Brachyramphus marmoratus,0.966,1,6782.11,6794.11,,Stanislaus,37.63378,-120.40045,2026-03-26,9874
338,Great horned owl,Bubo virginianus,0.308,2,2467.96,2479.96,audio/test3.flac,Nevada,39.28495,-120.12391,2026-02-25,4653
339,Wrentit,Chamaea fasciata,0.78,2,1314.55,1326.55,audio/test2.flac,Contra Costa,37.86457,-122.17845,2026-02-15,4653
340,Hermit thrush,Catharus guttatus,0.745,3,554.19,566.19,audio/test1.flac,Alpine,38.41305,-120.01686,2026-02-24,1334
341,Marbled murrelet,Brachyramphus marmoratus,0.982,3,8128.24,8140.24,audio/test3.flac,Mariposa,37.34627,-119.38176,2026-02-22,1334
342,Wolf howl,Canis lupus,0.61,3,2639.35,2651.35,audio/test3.flac,Colusa,39.05011,-122.4142,2026-03-01,2452
343,Common raven,Corvus corax,0.793,3,3727.96,3739.96,audio/test1.flac,San Mateo,37.34068,-122.50205,2026-04-21,1213
344,Wolf howl,Canis lupus,0.908,2,2955.08,2967.08,audio/test2.flac,Sacramento,38.66642,-121.04269,2026-04-04,1334
345,Marbled murrelet,Brachyramphus marmoratus,0.743,1,8167.6,8179.6,,Siskiyou,41.70506,-123.24648,2026-01-07,1213
346,Marbled murrelet,Brachyramphus marmoratus,0.7,1,11486.96,11498.96,,Amador,38.24073,-120.41158,2026-03-28,3332
347,Marbled murrelet,Brachyramphus marmoratus,0.902,2,13661.54,13673.54,audio/test1.flac,Imperial,32.92891,-115.03533,2026-03-25,1334
348,Great horned owl,Bubo virginianus,0.406,3,1569.28,1581.28,,Madera,37.14944,-119.51744,2026-03-24,3332
349,Dog barks,NA,0.208,3,7103.0,7115.0,audio/test1.flac,Tuolumne,37.86148,-119.45817,2026-01-13,1213
350,Dog barks,NA,0.27,1,7065.29,7077.29,,San Bernardino,34.49936,-114.66457,2026-01-08,2212
351,Great horned owl,Bubo virginianus,0.715,3,10289.39,10301.39,audio/test3.flac,Alpine,38.74924,-119.59271,2026-02-21,1556
352,Common raven,Corvus corax,0.795,3,3720.31,3732.31,,Del Norte,41.7926,-123.70335,2026-04-04,4653
353,Woodpecker spp. drum,NA,0.741,1,8459.22,8471.22,,Modoc,41.37797,-120.3629,2026-02-13,1334
354,Marbled murrelet,Brachyramphus marmoratus,0.797,2,13580.08,13592.08,audio/test1.flac,Plumas,39.65142,-120.50322,2026-04-13,2452
355,Canada goose,Branta canadensis,0.695,3,9014.68,9026.68,audio/test1.flac,Amador,38.38181,-120.79131,2026-04-21,1213
356,Northern flicker series,Colaptes auratus,0.87,3,7408.59,7420.59,,Lake,39.03022,-122.82498,2026-01-14,3332
357,Great horned owl,Bubo virginianus,0.737,1,10617.21,10629.21,audio/test2.flac,Alpine,38.53057,-119.60673,2026-02-01,4653
358,Northern flicker series,Colaptes auratus,0.71,2,7921.4,7933.4,audio/test3.flac,Lake,39.1331,-122.33787,2026-01-25,1334
359,Northern flicker 'skew',Colaptes auratus,0.779,2,5151.5,5163.5,audio/test1.flac,Merced,36.74604,-120.16102,2026-01-25,2452
360,Northern saw-whet owl,Aegolius acadicus,0.358,1,7387.82,7399.82,audio/test3.flac,San Luis Obispo,35.71519,-120.60445,2026-03-10,4653
361,Hermit thrush,Catharus guttatus,0.924,2,3357.8,3369.8,audio/test3.flac,Modoc,41.33821,-120.67043,2026-02-27,1334
362,Northern saw-whet owl,Aegolius acadicus,0.515,1,2731.07,2743.07,,Inyo,35.98584,-116.65451,2026-01-18,4653
363,Common nighthawk call,Chordeiles minor,0.803,1,4744.11,4756.11,audio/test2.flac,Lake,39.16549,-122.48572,2026-02-24,9874
364,Great horned owl,Bubo virginianus,0.64,1,8761.57,8773.57,audio/test3.flac,Plumas,40.17283,-121.3451,2026-01-24,4653
365,Dog barks,NA,0.277,2,3665.97,3677.97,audio/test1.flac,Plumas,39.80394,-120.6815,2026-02-05,1334
366,Canada goose,Branta canadensis,0.854,1,13578.71,13590.71,audio/test3.flac,Stanislaus,37.64968,-120.66219,2026-03-01,4653
367,Swainson's thrush,Catharus ustulatus,0.993,2,1225.38,1237.38,,Colusa,39.28288,-122.55657,2026-02-01,2212
368,Northern flicker 'skew',Colaptes auratus,0.729,1,12941.06,12953.06,,Ventura,34.13884,-119.15661,2026-04-22,2452
369,Wolf howl,Canis lupus,0.617,3,12024.19,12036.19,,Mono,38.16639,-119.40548,2026-04-29,1556
370,Wrentit,Chamaea fasciata,0.816,2,807.27,819.27,,Contra Costa,37.73321,-122.2777,2026-01-10,3332
371,Northern flicker series,Colaptes auratus,0.668,2,6399.81,6411.81,audio/test3.flac,Inyo,37.53491,-118.57335,2026-02-26,1334
372,Hermit thrush,Catharus guttatus,0.725,3,13315.13,13327.13,audio/test1.flac,Modoc,41.46036,-120.63051,2026-04-14,1213
373,Canada goose,Branta canadensis,0.675,3,6597.63,6609.63,audio/test2.flac,Placer,39.28356,-120.94262,2026-04-21,2452
374,Wrentit,Chamaea fasciata,0.717,2,13072.24,13084.24,,San Benito,36.75472,-121.44703,2026-04-20,9874
375,Sooty grouse,Dendragapus fuliginosus,0.844,3,11384.91,11396.91,audio/test1.flac,Trinity,40.93532,-123.37884,2026-03-12,4653
376,Steller's jay,Cyanocitta stelleri,0.821,3,5769.1,5781.1,audio/test2.flac,Modoc,41.77662,-120.22616,2026-01-13,1213
377,Downy woodpecker call,Dryobates pubescens,0.553,2,8085.67,8097.67,audio/test3.flac,Colusa,39.25495,-122.52634,2026-01-07,1334
